Location,Diversity-Index,"Black or African American alone, percent, 2013","American Indian and Alaska Native alone, percent, 2013","Asian alone, percent, 2013","Native Hawaiian and Other Pacific Islander alone, percent,","Two or More Races, percent, 2013","Hispanic or Latino, percent, 2013","White alone, not Hispanic or Latino, percent, 2013"
"Wilkes County, NC",0.21142,4.4,0.3,0.4,0.1,1.2,5.7,88.5
"Logan County, KY",0.211107,6.8,0.4,0.3,0.1,1.7,2.7,88.5
"Atchison County, KS",0.210779,5.2,0.6,0.5,0.0,2.6,2.8,88.6
"Sioux County, IA",0.210673,1.0,0.4,0.8,0.0,0.7,9.7,88.3
"Gregory County, SD",0.210434,0.4,7.5,0.4,0.2,2.2,1.4,88.5
"Skamania County, WA",0.210356,0.6,2.0,1.1,0.1,2.9,5.7,88.6
"Jefferson County, WA",0.210075,1.1,2.3,1.8,0.2,3.3,3.3,88.7
"Greene County, MO",0.210068,3.2,0.7,1.8,0.1,2.6,3.3,88.7
"Banks County, GA",0.210037,2.8,0.5,1.3,0.1,1.2,6.2,88.6
"Marshall County, IN",0.209634,0.8,0.4,0.6,0.1,1.2,9.3,88.4
"Henry County, IA",0.209521,2.6,0.4,2.6,0.1,1.5,4.6,88.7
"White County, AR",0.209204,4.4,0.7,0.6,0.1,1.8,4.1,88.7
"Pike County, MO",0.208756,7.5,0.2,0.3,0.0,1.3,2.1,88.6
"Clay County, SD",0.208574,1.6,3.2,2.1,0.1,2.2,2.6,88.8
"Outagamie County, WI",0.208152,1.2,1.8,3.3,0.1,1.5,3.9,88.8
"Dukes County, MA",0.208044,3.6,1.3,0.9,0.1,3.2,2.9,88.8
"Carroll County, KY",0.207804,2.0,0.4,0.5,0.1,1.9,6.8,88.7
"Buena Vista city, VA",0.207597,5.3,1.1,0.6,0.3,2.0,2.2,88.8
"Cooper County, MO",0.207542,7.1,0.5,0.6,0.1,1.9,1.5,88.7
"Wayne County, IN",0.20746,5.0,0.3,0.9,0.1,2.6,2.7,88.8
"Archer County, TX",0.207306,0.8,1.2,0.3,0.0,1.6,8.5,88.6
"Floyd County, IN",0.207276,5.3,0.3,1.1,0.0,2.0,2.9,88.8
"Gilpin County, CO",0.206903,1.1,1.1,1.5,0.2,1.9,6.1,88.8
"Livingston Parish, LA",0.206585,6.0,0.5,0.6,0.0,1.1,3.3,88.8
"Duval County, TX",0.206504,1.4,0.7,0.3,0.1,0.4,88.5,10.0
"Cameron County, TX",0.206384,0.8,0.6,0.8,0.1,0.5,88.5,10.1
"Boone County, KY",0.206288,3.0,0.2,2.6,0.1,1.7,3.9,88.9
"Meade County, KY",0.205964,4.0,0.6,0.9,0.2,2.5,3.7,88.9
"Cherokee County, KS",0.205962,0.7,4.1,0.4,0.3,3.9,2.1,88.9
"Oldham County, KY",0.20594,4.4,0.5,1.6,0.1,1.5,3.6,88.9
"Cass County, MO",0.205829,4.0,0.6,0.7,0.1,2.0,4.2,88.9
"Douglas County, OR",0.205552,0.4,1.9,1.1,0.2,3.2,5.1,88.9
"Crook County, OR",0.205325,0.3,1.4,0.7,0.1,2.0,7.4,88.8
"Converse County, WY",0.20517,1.2,1.2,0.5,0.1,1.4,7.6,88.8
"Loudon County, TN",0.204957,1.5,0.4,0.7,0.2,1.1,7.8,88.8
"Polk County, AR",0.204895,0.5,1.9,0.5,0.0,2.3,6.2,88.9
"Hopkins County, KY",0.204329,6.8,0.2,0.6,0.1,1.9,1.8,88.9
"Citrus County, FL",0.204041,3.1,0.4,1.6,0.0,1.5,4.9,89.0
"Rappahannock County, VA",0.203971,4.7,0.2,0.7,0.1,2.1,3.5,89.0
"Martin County, KY",0.203838,6.9,0.4,0.2,0.0,0.6,3.2,88.9
"Wheeler County, OR",0.203521,0.1,1.8,0.7,0.2,4.0,4.9,89.0
"Independence County, AR",0.203317,2.2,0.7,1.0,0.2,1.5,6.1,89.0
"Columbia County, WA",0.202983,0.5,1.7,0.7,0.3,2.4,6.3,89.0
"Allegan County, MI",0.202402,1.4,0.7,0.8,0.0,1.7,7.0,89.0
"Wood County, OH",0.202235,2.7,0.3,1.7,0.0,1.6,5.1,89.1
"Graham County, KS",0.202161,4.4,0.7,0.7,0.0,3.2,3.0,89.1
"Webster County, KY",0.201917,4.3,0.4,0.3,0.4,1.4,4.6,89.1
"Kosciusko County, IN",0.201435,1.0,0.4,1.2,0.0,1.1,7.8,89.0
"Marion County, OH",0.201324,6.3,0.2,0.6,0.1,1.6,2.3,89.1
"Grand County, CO",0.201142,0.5,0.7,0.9,0.1,1.9,7.9,89.0
"Lincoln County, NE",0.201105,0.9,0.9,0.6,0.1,1.4,8.0,89.0
"Pottawattamie County, IA",0.20064,1.5,0.7,0.7,0.0,1.6,7.0,89.1
"Pend Oreille County, WA",0.200594,0.6,4.0,0.7,0.1,3.0,3.4,89.2
"Webster County, IA",0.200522,4.1,0.4,0.8,0.0,1.7,4.2,89.2
"Bureau County, IL",0.200393,0.8,0.4,0.9,0.0,1.1,8.5,89.0
"Polk County, MN",0.200067,1.2,1.6,0.8,0.0,2.1,5.8,89.2
"Cass County, ND",0.199888,3.3,1.2,2.4,0.1,1.8,2.3,89.3
"Phelps County, MO",0.199795,2.5,0.8,3.1,0.1,2.4,2.3,89.3
"Ness County, KS",0.199684,0.7,1.1,0.2,0.0,1.1,8.9,89.0
"McDowell County, WV",0.199457,9.1,0.2,0.1,0.0,1.1,0.6,89.0
"Monongalia County, WV",0.199379,3.9,0.2,3.1,0.1,1.8,1.9,89.3
"Pratt County, KS",0.19898,1.4,1.0,0.6,0.0,2.0,6.8,89.2
"Kenton County, KY",0.198848,4.9,0.3,1.2,0.2,1.9,2.8,89.3
"Franklin County, TN",0.198731,5.2,0.4,0.9,0.1,1.7,2.7,89.3
"Franklin County, PA",0.198444,3.7,0.3,1.0,0.1,1.8,4.8,89.3
"Putnam County, TN",0.19837,2.3,0.8,1.3,0.1,1.3,5.7,89.3
"Massac County, IL",0.198294,5.7,0.4,0.4,0.0,2.0,2.4,89.3
"Platte County, WY",0.197897,0.9,0.7,0.5,0.2,1.4,7.8,89.2
"Shenandoah County, VA",0.197552,2.2,0.4,0.7,0.0,1.5,6.5,89.3
"Columbia County, OR",0.197058,0.6,1.5,1.0,0.2,3.5,4.6,89.4
"Butler County, MO",0.196844,5.5,0.7,0.9,0.0,2.1,1.8,89.4
"Avery County, NC",0.196666,4.2,0.5,0.6,0.0,0.8,4.7,89.4
"Waseca County, MN",0.196582,2.3,0.9,0.8,0.0,1.2,5.8,89.4
"Cherry County, NE",0.196354,0.4,5.5,0.3,0.0,2.8,2.4,89.4
"Morgan County, IL",0.195976,6.3,0.3,0.5,0.0,1.6,2.3,89.4
"Coffee County, TN",0.195607,3.7,0.4,1.0,0.1,1.9,3.9,89.5
"Seneca County, NY",0.194971,5.2,0.4,0.8,0.0,1.4,3.2,89.5
"Jones County, SD",0.194479,0.7,3.5,0.6,0.5,2.9,2.3,89.6
"Manistee County, MI",0.194449,3.3,2.2,0.4,0.1,1.9,2.8,89.6
"Mason County, KY",0.194012,6.6,0.3,0.7,0.0,1.8,1.5,89.5
"Dolores County, CO",0.193724,0.3,3.3,0.2,0.1,2.6,4.1,89.6
"Bristol city, VA",0.193176,5.7,0.3,1.0,0.0,1.9,1.7,89.6
"Marathon County, WI",0.193154,0.8,0.6,5.6,0.0,1.3,2.5,89.6
"Bedford County, VA",0.19302,5.9,0.3,1.2,0.0,1.3,1.9,89.6
"Randolph County, MO",0.193003,5.8,0.4,0.6,0.0,2.1,1.8,89.6
"San Juan County, WA",0.192974,0.6,0.8,1.3,0.1,2.4,5.8,89.6
"Walker County, AL",0.192607,6.2,0.5,0.3,0.1,1.3,2.3,89.6
"Madison County, OH",0.192534,6.4,0.3,0.8,0.0,1.5,1.6,89.6
"Stearns County, MN",0.192512,3.6,0.4,2.1,0.1,1.5,3.0,89.7
"Union County, OR",0.192409,0.6,1.3,1.1,1.2,2.4,4.4,89.7
"Cuming County, NE",0.192307,0.3,0.6,0.3,0.1,1.1,9.1,89.4
"Macon County, NC",0.192172,1.7,0.7,0.8,0.0,1.1,6.7,89.6
"Washington County, TN",0.192107,4.3,0.4,1.3,0.0,1.7,3.1,89.7
"Norton County, KS",0.191649,3.0,0.3,0.6,0.0,1.4,5.1,89.7
"McLean County, ND",0.191443,0.3,7.1,0.1,0.1,1.7,2.0,89.6
"Renville County, MN",0.191378,0.5,1.0,0.6,0.0,1.3,7.4,89.6
"DeKalb County, TN",0.191245,2.1,0.3,0.4,0.0,1.2,7.3,89.6
"Gilliam County, OR",0.19094,0.2,1.2,0.7,0.7,2.2,6.1,89.7
"Winnebago County, WI",0.190787,1.9,0.7,2.7,0.1,1.5,3.8,89.8
"Jackson County, AL",0.190698,3.4,1.6,0.5,0.1,2.6,2.8,89.8
"Lake County, OH",0.19031,3.8,0.2,1.3,0.0,1.5,3.8,89.8
"Waukesha County, WI",0.19026,1.4,0.3,3.1,0.1,1.2,4.5,89.8
"Daviess County, KY",0.190036,4.9,0.2,0.8,0.1,1.9,2.7,89.8
"Moniteau County, MO",0.189873,3.9,0.4,0.4,0.1,1.2,4.5,89.8
"Blue Earth County, MN",0.189117,3.2,0.4,2.4,0.0,1.5,2.9,89.9
"Ross County, OH",0.189113,6.2,0.3,0.5,0.0,2.2,1.1,89.8
"Teller County, CO",0.189111,0.7,1.1,0.8,0.1,2.3,6.1,89.8
"Clay County, MN",0.189081,1.6,1.5,1.4,0.0,2.1,4.0,89.9
"Gogebic County, MI",0.188762,4.4,2.6,0.5,0.0,1.6,1.2,89.9
"Madison County, ID",0.188737,0.6,0.5,1.2,0.3,1.7,6.6,89.8
"Wyoming County, NY",0.188669,6.2,0.4,0.5,0.0,0.9,3.1,89.8
"Pottawatomie County, KS",0.188138,1.3,0.9,0.9,0.1,2.5,5.2,89.9
"McCreary County, KY",0.187594,5.8,0.8,0.2,0.1,1.4,2.4,89.9
"Mille Lacs County, MN",0.187473,0.5,6.0,0.4,0.0,1.9,1.8,89.9
"Patrick County, VA",0.187464,5.9,0.4,0.3,0.0,1.0,2.7,89.9
"Pine County, MN",0.187391,2.2,3.3,0.6,0.0,1.8,2.6,90.0
"Cheyenne County, NE",0.187133,0.4,1.1,1.7,0.0,1.2,6.4,89.9
"Grant County, OK",0.187002,1.4,2.5,0.2,0.0,2.7,3.8,90.0
"Berkshire County, MA",0.186906,3.1,0.3,1.4,0.0,2.2,3.8,90.0
"Miami County, IN",0.186787,4.6,0.9,0.4,0.0,1.8,2.6,90.0
"Sherman County, OR",0.186294,0.3,2.1,0.2,0.1,1.7,6.9,89.9
"Taney County, MO",0.186173,1.6,0.9,0.8,0.1,2.0,5.5,90.0
"Brown County, SD",0.185932,1.4,3.2,1.5,0.2,1.7,2.3,90.1
"Athens County, OH",0.185617,2.8,0.3,3.2,0.0,2.1,1.8,90.1
"Missoula County, MT",0.185555,0.6,2.9,1.4,0.1,2.7,2.9,90.1
"Doniphan County, KS",0.185535,3.5,1.5,0.3,0.0,2.3,2.6,90.1
"Elbert County, CO",0.185524,0.7,0.7,0.9,0.2,1.8,6.3,90.0
"Calloway County, KY",0.185419,3.9,0.3,2.0,0.0,1.5,2.5,90.1
"Waushara County, WI",0.185409,2.1,0.8,0.4,0.1,1.0,6.3,90.0
"Anderson County, TN",0.185338,4.2,0.4,1.2,0.0,1.9,2.4,90.1
"Butler County, KS",0.185236,1.9,1.0,0.9,0.1,2.2,4.4,90.1
"Carver County, MN",0.185187,1.5,0.3,2.9,0.0,1.6,4.1,90.1
"Sibley County, MN",0.185178,0.5,0.4,0.6,0.0,1.2,8.0,89.9
"Adams County, PA",0.185165,1.9,0.4,0.8,0.0,1.3,6.5,90.0
"McMinn County, TN",0.185116,4.1,0.4,0.8,0.0,1.9,3.1,90.1
"Pope County, IL",0.185116,6.7,0.7,0.3,0.0,0.9,1.6,90.0
"Fulton County, OH",0.184907,0.6,0.4,0.4,0.0,1.0,8.2,89.9
"Lawrence County, MO",0.184634,0.5,1.0,0.4,0.1,1.8,7.0,90.0
"Brooks County, TX",0.184482,1.0,0.6,1.0,0.0,0.5,89.9,8.4
"Park County, WY",0.184256,1.5,0.8,0.8,0.1,1.5,5.8,90.1
"Beaver County, PA",0.183684,6.3,0.1,0.5,0.0,1.8,1.4,90.1
"Madison County, KY",0.183388,4.5,0.4,1.1,0.1,1.9,2.2,90.2
"Dickson County, TN",0.183236,4.3,0.5,0.6,0.0,1.7,3.1,90.2
"Hodgeman County, KS",0.183119,1.1,0.2,0.5,0.0,1.3,6.9,90.1
"Sanders County, MT",0.183062,0.3,4.3,0.4,0.0,2.8,2.6,90.2
"Hancock County, OH",0.183049,1.8,0.3,1.7,0.0,1.5,5.0,90.2
"Norman County, MN",0.183028,0.5,2.2,0.5,0.0,2.5,4.7,90.2
"Clay County, NE",0.183007,0.7,1.1,0.3,0.3,0.9,8.2,90.0
"Latah County, ID",0.181884,0.8,0.9,1.9,0.2,2.6,3.9,90.3
"Piute County, UT",0.181427,0.2,0.9,0.5,0.1,1.0,8.1,90.1
"Ashtabula County, OH",0.181353,3.8,0.3,0.4,0.0,2.0,3.7,90.3
"Cabell County, WV",0.181255,5.1,0.2,1.1,0.0,2.1,1.3,90.3
"Litchfield County, CT",0.181004,1.8,0.3,1.8,0.1,1.5,5.2,90.3
"Rockingham County, VA",0.180429,2.0,0.6,0.7,0.0,1.4,5.9,90.3
"Jackson County, IN",0.180297,1.0,0.3,1.4,0.1,1.2,6.2,90.3
"McNairy County, TN",0.180295,6.1,0.3,0.3,0.0,1.4,1.9,90.3
"Yankton County, SD",0.180246,2.1,2.9,0.6,0.0,1.4,3.2,90.4
"White County, IN",0.180206,0.8,0.6,0.4,0.1,1.2,7.7,90.2
"Clinton County, MI",0.179999,1.9,0.5,1.5,0.1,1.8,4.3,90.4
"Kent County, RI",0.179978,1.8,0.4,2.4,0.1,1.7,4.0,90.4
"Burnett County, WI",0.179517,0.7,4.9,0.4,0.0,2.4,1.5,90.4
"Jefferson County, WI",0.179506,1.0,0.4,0.8,0.0,1.2,6.9,90.3
"Routt County, CO",0.179369,0.5,0.6,0.8,0.1,1.4,7.0,90.3
"Sumner County, KS",0.179222,1.3,1.2,0.4,0.0,2.3,5.2,90.4
"Clark County, KY",0.179174,5.1,0.2,0.5,0.0,1.4,2.8,90.4
"Chittenden County, VT",0.178613,2.3,0.3,3.2,0.0,2.0,2.0,90.5
"Stevens County, MN",0.178444,1.3,1.2,1.6,0.1,1.9,4.0,90.5
"Carroll County, MD",0.178393,3.5,0.2,1.6,0.0,1.6,2.9,90.5
"Transylvania County, NC",0.178003,4.1,0.4,0.5,0.0,1.7,3.1,90.5
"Powell County, MT",0.177987,1.1,4.6,0.5,0.1,1.4,2.3,90.5
"Chippewa County, MN",0.177815,0.7,1.1,0.6,0.9,1.3,5.2,90.5
"Washington County, ME",0.1777,0.6,5.1,0.5,0.0,1.8,1.7,90.5
"Dundy County, NE",0.177563,0.5,1.3,0.1,0.3,1.6,6.9,90.4
"Marion County, MO",0.177551,5.2,0.2,0.7,0.1,2.1,1.5,90.5
"Garfield County, UT",0.177268,0.5,2.3,0.8,0.2,1.3,5.4,90.5
"Park County, CO",0.177024,0.5,1.2,0.7,0.0,2.2,5.7,90.5
"Portage County, OH",0.176332,4.5,0.2,1.7,0.0,1.7,1.5,90.6
"Wayne County, NY",0.176206,3.2,0.4,0.6,0.0,1.9,3.9,90.6
"Yellow Medicine County, MN",0.175977,0.4,3.4,0.5,0.1,1.5,4.2,90.6
"Wayne County, NE",0.175639,1.9,0.8,0.6,0.2,1.2,5.4,90.6
"Jessamine County, KY",0.174957,3.4,0.3,1.1,0.0,1.8,2.8,90.7
"Custer County, SD",0.174869,0.7,3.4,0.6,0.0,2.0,2.9,90.7
"Mercer County, WV",0.174799,6.3,0.2,0.6,0.0,1.6,1.0,90.6
"La Crosse County, WI",0.17462,1.5,0.5,4.4,0.0,1.6,1.7,90.7
"Adams County, WI",0.174593,3.2,1.1,0.5,0.0,1.2,3.8,90.7
"Clinton County, NY",0.174502,4.2,0.4,1.2,0.0,1.4,2.7,90.7
"Neosho County, KS",0.174237,1.2,1.4,0.7,0.0,1.8,4.9,90.7
"Bay County, MI",0.174189,1.7,0.6,0.6,0.0,2.0,4.9,90.7
"Taylor County, KY",0.174141,5.0,0.2,0.7,0.1,1.6,2.0,90.7
"Seneca County, OH",0.174132,2.6,0.3,0.6,0.0,1.7,4.7,90.7
"Nelson County, KY",0.17397,5.2,0.2,0.6,0.0,1.4,2.1,90.7
"Ellis County, KS",0.173897,1.0,0.4,1.4,0.1,1.5,5.4,90.7
"Newaygo County, MI",0.17355,1.2,0.9,0.4,0.0,1.4,5.8,90.7
"Lawrence County, SD",0.173217,1.3,2.3,0.8,0.1,2.0,3.4,90.8
"Nicollet County, MN",0.172835,2.3,0.4,1.4,0.0,1.4,4.2,90.8
"Harper County, KS",0.172805,0.4,1.4,0.3,0.2,1.5,6.4,90.7
"Callaway County, MO",0.172754,4.5,0.6,0.6,0.0,1.9,1.8,90.8
"Leelanau County, MI",0.172389,0.4,3.6,0.5,0.0,1.7,3.9,90.8
"Madison County, AR",0.172177,0.4,1.6,0.7,0.2,1.5,5.3,90.8
"Hamilton County, IA",0.17197,0.7,0.4,2.1,0.0,1.2,5.4,90.8
"Henry County, OH",0.171841,0.7,0.4,0.4,0.0,1.0,7.3,90.7
"Mercer County, PA",0.171694,5.8,0.2,0.7,0.0,1.6,1.3,90.8
"Wayne County, TN",0.171527,6.0,0.4,0.2,0.0,1.0,1.7,90.8
"Stark County, ND",0.171436,1.4,1.2,1.4,0.1,1.5,3.9,90.9
"Lee County, IA",0.171133,3.2,0.3,0.6,0.0,1.9,3.4,90.9
"Williamson County, IL",0.171118,4.2,0.4,0.9,0.0,1.6,2.2,90.9
"Otoe County, NE",0.171069,0.6,0.5,0.6,0.1,1.2,6.5,90.8
"Ontario County, NY",0.170943,2.6,0.3,1.1,0.0,1.7,4.1,90.9
"Lumpkin County, GA",0.170891,1.8,0.7,0.7,0.1,1.7,4.6,90.9
"Dodge County, WI",0.17074,3.0,0.5,0.6,0.1,0.9,4.4,90.9
"Cayuga County, NY",0.17073,4.4,0.4,0.6,0.1,1.8,2.6,90.9
"Richland County, MT",0.170709,0.5,1.8,0.4,0.0,2.3,4.6,90.9
"Howard County, MO",0.170306,5.3,0.5,0.3,0.1,2.0,1.3,90.9
"Jefferson County, OH",0.170181,5.5,0.2,0.4,0.0,1.8,1.3,90.9
"Genesee County, NY",0.169581,3.1,1.2,0.7,0.0,1.8,2.9,91.0
"Wahkiakum County, WA",0.169233,0.3,1.5,0.6,0.2,3.2,3.7,91.0
"Barren County, KY",0.169107,4.1,0.3,0.6,0.1,1.5,2.9,91.0
"Deer Lodge County, MT",0.169087,0.5,3.5,0.5,0.1,2.4,3.1,91.0
"Kiowa County, KS",0.168566,0.8,1.1,0.8,0.0,1.3,5.4,91.0
"Clay County, TX",0.168506,1.0,1.5,0.2,0.0,1.9,5.2,91.0
"Douglas County, IL",0.168502,0.6,0.2,0.6,0.0,1.0,7.1,90.9
"Sevier County, TN",0.168441,1.2,0.5,1.1,0.0,1.2,5.5,91.0
"Henry County, IL",0.16842,1.9,0.3,0.5,0.0,1.3,5.4,91.0
"Brookings County, SD",0.168155,1.5,1.3,2.8,0.1,1.3,2.4,91.1
"Bourbon County, KS",0.167877,3.2,0.9,0.6,0.1,2.4,2.2,91.1
"Itawamba County, MS",0.167412,6.5,0.3,0.3,0.0,0.7,1.4,91.0
"Pipestone County, MN",0.167245,1.2,1.3,0.9,0.0,1.8,4.6,91.1
"Fond du Lac County, WI",0.167201,1.5,0.6,1.2,0.0,1.3,4.8,91.1
"Hickman County, TN",0.167048,4.9,0.5,0.3,0.0,1.4,2.0,91.1
"Clear Creek County, CO",0.166932,0.9,1.2,0.8,0.1,1.6,5.1,91.1
"Hidalgo County, TX",0.166345,0.8,0.5,1.1,0.0,0.4,91.0,7.3
"Wallace County, KS",0.16622,0.6,0.5,0.1,0.0,1.7,7.3,91.0
"Lane County, KS",0.166201,0.8,1.2,0.2,0.1,2.3,5.6,91.1
"Cattaraugus County, NY",0.166185,1.4,3.3,0.8,0.0,1.9,1.9,91.2
"Johnson County, IN",0.166047,1.7,0.3,2.3,0.1,1.5,3.4,91.2
"Iroquois County, IL",0.165969,1.0,0.3,0.6,0.0,1.1,6.2,91.1
"Allen County, KS",0.165955,2.2,0.9,0.6,0.0,2.6,3.2,91.2
"Wayne County, PA",0.165345,3.4,0.3,0.5,0.0,1.1,4.0,91.2
"Logan County, KS",0.165339,0.9,0.8,1.2,0.0,1.8,4.8,91.2
"Pulaski County, VA",0.164986,5.3,0.2,0.6,0.0,1.5,1.4,91.2
"Butte County, ID",0.16484,0.4,0.7,0.3,0.2,2.3,5.3,91.2
"Cumberland County, ME",0.164462,2.8,0.4,2.2,0.0,1.8,1.9,91.3
"Huron County, OH",0.164356,1.3,0.3,0.4,0.0,1.5,5.9,91.2
"Pennington County, MN",0.164305,1.6,1.9,0.8,0.0,1.7,3.4,91.3
"Asotin County, WA",0.16414,0.6,1.7,0.8,0.2,2.3,3.7,91.3
"Coles County, IL",0.163973,4.0,0.2,1.0,0.0,1.5,2.3,91.3
"Kootenai County, ID",0.163844,0.4,1.4,0.9,0.1,2.3,4.2,91.3
"Boundary County, ID",0.163732,0.4,2.1,0.6,0.1,2.1,4.2,91.3
"Lycoming County, PA",0.163588,4.7,0.2,0.7,0.1,1.8,1.6,91.3
"Custer County, CO",0.163261,1.1,0.8,0.5,0.0,1.6,5.2,91.3
"Huntingdon County, PA",0.162959,5.5,0.1,0.6,0.0,1.1,1.7,91.3
"Lyon County, KY",0.162852,5.7,0.2,0.3,0.0,1.1,1.4,91.3
"Eau Claire County, WI",0.162475,1.0,0.6,3.6,0.0,1.6,2.1,91.4
"Clearwater County, ID",0.162466,0.4,2.2,0.8,0.1,2.2,3.3,91.4
"Livingston County, NY",0.162386,2.8,0.4,1.3,0.0,1.5,3.2,91.4
"Burleigh County, ND",0.162242,1.0,4.1,0.6,0.0,1.6,1.7,91.4
"Morton County, ND",0.162179,0.8,3.8,0.4,0.1,1.8,2.4,91.4
"Sheridan County, WY",0.162154,1.2,1.4,0.8,0.1,1.4,4.3,91.4
"Branch County, MI",0.162028,2.1,0.5,0.6,0.0,1.5,4.3,91.4
"Cheyenne County, KS",0.161554,0.3,0.3,0.7,0.0,0.7,6.9,91.3
"Franklin County, ID",0.161534,0.3,0.8,0.2,0.0,1.4,6.8,91.3
"Caldwell County, KY",0.161283,5.4,0.2,0.3,0.0,1.4,1.4,91.4
"Logan County, AR",0.161109,1.6,1.1,1.8,0.0,1.7,2.6,91.5
"Taylor County, IA",0.161008,0.4,0.2,0.3,0.1,0.8,7.3,91.3
"Grafton County, NH",0.160784,1.1,0.4,3.3,0.0,1.8,2.1,91.5
"Texas County, MO",0.160525,3.7,0.8,0.4,0.1,2.0,2.0,91.5
"Emery County, UT",0.160412,0.4,1.0,0.5,0.1,0.9,6.3,91.4
"Silver Bow County, MT",0.160227,0.4,2.1,0.7,0.1,2.1,4.0,91.5
"Rhea County, TN",0.160221,2.2,0.5,0.5,0.0,1.6,4.2,91.5
"Stokes County, NC",0.160081,4.2,0.4,0.3,0.0,1.1,2.8,91.5
"Summers County, WV",0.159647,5.1,0.3,0.2,0.0,1.5,1.7,91.5
"Gallatin County, KY",0.159477,1.6,0.2,0.3,0.1,1.8,5.2,91.5
"Cherokee County, NC",0.159084,1.5,1.5,0.7,0.1,2.4,2.8,91.6
"Catoosa County, GA",0.15907,2.6,0.4,1.4,0.1,1.6,2.7,91.6
"Mecosta County, MI",0.15903,3.0,0.7,0.9,0.0,2.2,2.0,91.6
"Allamakee County, IA",0.159016,1.5,0.6,0.5,0.3,1.0,5.8,91.5
"Blount County, TN",0.158881,2.9,0.4,0.9,0.0,1.5,3.0,91.6
NEW HAMPSHIRE,0.158854,1.5,0.3,2.4,0.0,1.6,3.2,91.6
"Monroe County, WI",0.158783,1.5,1.3,0.7,0.1,1.4,3.9,91.6
"Androscoggin County, ME",0.158705,3.8,0.4,0.7,0.0,2.1,1.7,91.6
"Emmet County, MI",0.158674,0.6,3.8,0.6,0.0,2.3,1.5,91.6
"Keith County, NE",0.158663,0.5,0.7,0.5,0.0,1.3,6.2,91.5
"Butte County, SD",0.15862,0.8,2.0,0.3,0.1,2.5,3.5,91.6
"Franklin County, KS",0.158545,1.4,0.9,0.5,0.0,2.4,3.9,91.6
"Mercer County, KY",0.158535,3.9,0.3,0.5,0.1,1.8,2.3,91.6
"Johnson County, WY",0.158423,1.0,1.5,0.8,0.0,1.4,4.4,91.6
"Haralson County, GA",0.158223,4.8,0.4,0.6,0.0,1.4,1.3,91.6
"Crawford County, IL",0.158066,4.8,0.4,0.6,0.0,0.9,2.1,91.6
"Washington County, RI",0.157365,1.4,0.9,1.9,0.0,1.8,2.8,91.7
"Barnstable County, MA",0.157351,2.4,0.7,1.3,0.1,1.7,2.6,91.7
"Saratoga County, NY",0.157249,1.7,0.2,2.3,0.0,1.6,2.8,91.7
"Union County, OH",0.157198,2.6,0.2,2.9,0.0,1.4,1.4,91.7
"Mineral County, MT",0.157137,0.4,1.8,0.8,0.0,2.9,2.7,91.7
"Beaverhead County, MT",0.157048,0.4,1.8,0.7,0.4,1.7,3.7,91.7
"Clinton County, IA",0.156975,3.1,0.3,0.6,0.0,1.7,2.9,91.7
"Monroe County, TN",0.156895,2.3,0.6,0.5,0.1,1.6,3.7,91.7
"Clinton County, IL",0.156679,3.7,0.4,0.5,0.1,1.1,3.0,91.7
"Eddy County, ND",0.156679,0.2,3.5,0.4,0.1,1.5,3.1,91.7
"Augusta County, VA",0.156634,4.2,0.2,0.6,0.0,1.2,2.3,91.7
"Walker County, GA",0.15662,4.4,0.3,0.5,0.1,1.4,1.8,91.7
"Dickinson County, KS",0.156449,1.1,0.7,0.5,0.1,2.1,4.5,91.7
"Sauk County, WI",0.156354,0.8,1.4,0.7,0.0,1.2,4.8,91.7
"Union County, IL",0.156119,1.1,0.7,0.5,0.0,1.4,5.1,91.7
"Thomas County, KS",0.156028,0.8,0.9,0.8,0.1,1.3,5.2,91.7
"Stanton County, NE",0.155874,0.9,1.1,0.1,0.0,1.5,5.3,91.7
"St. Louis County, MN",0.155697,1.5,2.3,1.0,0.0,2.3,1.4,91.8
"Page County, IA",0.155363,2.5,0.7,0.9,0.1,1.4,3.1,91.8
"Lewis and Clark County, MT",0.155346,0.6,2.2,0.7,0.1,2.4,2.8,91.8
"St. Clair County, MI",0.155268,2.5,0.5,0.6,0.0,1.9,3.1,91.8
"Licking County, OH",0.155178,3.7,0.3,0.8,0.0,2.0,1.6,91.8
"Franklin County, MA",0.155142,1.4,0.4,1.5,0.1,2.0,3.6,91.8
"Larue County, KY",0.155115,3.1,0.3,0.2,0.1,1.5,3.1,91.8
"Manitowoc County, WI",0.155103,0.7,0.7,2.7,0.0,1.1,3.5,91.8
"Idaho County, ID",0.15508,0.3,3.0,0.5,0.1,1.9,3.0,91.8
"Saline County, IL",0.154973,4.1,0.4,0.5,0.1,1.8,1.6,91.8
"Cherokee County, AL",0.154772,4.5,0.5,0.2,0.0,1.5,1.5,91.8
"Marion County, AL",0.15474,4.2,0.4,0.3,0.1,1.1,2.5,91.8
"Trempealeau County, WI",0.154716,0.4,0.6,0.6,0.1,0.9,6.5,91.7
"Traverse County, MN",0.154645,0.5,4.5,0.1,0.0,1.8,1.6,91.8
"Alleghany County, VA",0.15444,4.9,0.2,0.3,0.1,1.4,1.5,91.8
"Lincoln County, WA",0.153527,0.3,2.0,0.6,0.1,2.5,2.9,91.9
